aqi,csecs,c00_30,c00_50,c01_00,c02_50,motion,pm01_0,pm02_5,pm10_0,sensor,voltage,csamples,humidity,pressure,aqi_level,pm01_0cf1,pm02_5cf1,pm10_0cf1,pm01_0_rstd,pm02_5_rstd,pm10_0_rstd,temperature,aqi_algorithm,device_uid,captured,location,lat,lon,serial_number,heatIndex
170,60,16333,4708,824,69,,62.31111,91.46667,98.422226,pms7003,4.2421875,45,82.317215,97805.26,unhealthy,94.755554,138.57777,149,0.030944824,0.035247803,0.045928955,24.820599,cf-atm,dev:864475046524962,2023-10-30T17:42:42Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
155,60,11469,3228,514,39,,43.555557,62.31111,72.17778,pms7003,4.2460938,45,87.37148,97811.52,unhealthy,66.577774,94.62222,99.53333,0.061431885,0.06137085,0.039001465,24.495295,cf-atm,dev:864475046524962,2023-10-30T17:12:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
94,60,3936,1125,212,20,4,20.60465,32.720932,37.2093,pms7003,4.25,43,85.97269,97666.35,moderate,21.697674,35.302326,37.2093,0.04510498,0.042877197,0.07611084,23.4475,cf-atm,dev:864475046524962,2023-10-30T16:42:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
34,60,1197,345,55,5,55,4.25,8.214286,8.535714,pms7003,4.25,28,76.74124,97756.695,good,4.25,8.214286,8.535714,0.15185547,0.14575195,0.12133789,23.533669,cf-atm,dev:864475046524962,2023-10-30T16:12:42Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
68,60,2499,710,118,9,,12.5161295,20.35484,21.806452,pms7003,4.2539062,31,47.668743,97707.37,moderate,12.5161295,20.35484,21.806452,0.067993164,0.053131104,0.04336548,35.053978,cf-atm,dev:864475046524962,2023-10-30T15:42:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
79,60,2959,835,155,19,,15.170213,25.382978,28.638298,pms7003,4.25,47,45.137802,97741.15,moderate,15.170213,25.893618,28.80851,0.08618164,0.16589355,0.28466797,36.522614,cf-atm,dev:864475046524962,2023-10-30T15:12:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
59,60,2069,571,102,6,,9.885715,15.685715,17.114286,pms7003,4.2460938,35,42.625454,97792.625,moderate,9.885715,15.685715,17.114286,0.08416748,0.048339844,0.07733154,37.250824,cf-atm,dev:864475046524962,2023-10-30T14:42:41Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
71,60,2675,730,138,15,,13.135135,21.72973,24.378378,pms7003,4.2304688,37,43.51101,97838.94,moderate,13.135135,21.72973,24.378378,0.19995117,0.18103027,0.25,37.93722,cf-atm,dev:864475046524962,2023-10-30T14:12:42Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
74,60,2683,762,144,17,,13.341463,22.804878,27.04878,pms7003,4.2578125,41,40.57524,97883.81,moderate,13.341463,22.975609,27.04878,0.17626953,0.20800781,0.27514648,39.109104,cf-atm,dev:864475046524962,2023-10-30T13:42:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
64,60,2447,670,95,9,,12.433333,18.3,19.566668,pms7003,4.2578125,30,43.103054,97928.94,moderate,12.433333,18.3,19.566668,0.06222534,0.05203247,0.07312012,38.459927,cf-atm,dev:864475046524962,2023-10-30T13:12:42Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
64,60,2304,650,110,13,3,11.588235,18.352942,20.647058,pms7003,4.2617188,34,43.316746,97979.625,moderate,11.588235,18.352942,20.647058,0.08526611,0.08782959,0.07336426,38.30745,cf-atm,dev:864475046524962,2023-10-30T12:42:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
65,60,2510,706,100,7,2,12.735294,18.970589,19.32353,pms7003,4.265625,34,46.092102,98023.37,moderate,12.735294,18.970589,19.32353,0.095336914,0.08355713,0.07824707,37.41707,cf-atm,dev:864475046524962,2023-10-30T12:12:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
69,60,2582,733,126,12,3,13.033334,20.766666,23.133333,pms7003,4.2617188,30,41.851723,98083.88,moderate,13.033334,20.766666,23.133333,0.125,0.22570801,0.24206543,39.849064,cf-atm,dev:864475046524962,2023-10-30T11:42:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
69,60,2562,721,114,9,2,13.333333,20.481482,20.851852,pms7003,4.2578125,27,46.57497,98138.695,moderate,13.333333,20.481482,20.851852,0.104003906,0.15405273,0.17578125,37.994335,cf-atm,dev:864475046524962,2023-10-30T11:12:40Z,Kumasi,6.6273725,-1.5934414062500002,BORI - KHANA LGA,
63,60,2242,617,109,8,9,10.102564,17.564102,18.435898,pms7003,4.2578125,39,52.42227,98180.46,moderate,10.102564,17.564102,18.435898,0.17407227,0.26220703,0.21398926,35.48539,cf-atm,dev:864475046524962,2023-10-30T10:42:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
77,60,2970,850,139,14,6,15.325,24.25,26.675,pms7003,4.2304688,40,53.06715,98222.12,moderate,15.7,25.175,26.675,0.36450195,0.35424805,0.39331055,34.61492,cf-atm,dev:864475046524962,2023-10-30T10:12:42Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
50,60,1690,490,62,8,3,7.9142857,11.942857,13.4,pms7003,4.2070312,35,54.642685,98244.766,good,7.9142857,11.942857,13.4,0.14489746,0.14208984,0.17089844,34.56138,cf-atm,dev:864475046524962,2023-10-30T09:42:41Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
61,60,2154,599,103,9,1,10.105263,16.68421,18,pms7003,4.1875,38,62.556,98266.06,moderate,10.105263,16.68421,18,0.07196045,0.109802246,0.09667969,32.24426,cf-atm,dev:864475046524962,2023-10-30T09:12:41Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
83,60,3252,932,162,15,8,17.5,27.382353,29.264706,pms7003,4.1757812,34,73.21374,98265.19,moderate,17.5,27.382353,29.264706,0.049224854,0.062286377,0.0619812,28.72127,cf-atm,dev:864475046524962,2023-10-30T08:42:41Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
65,60,2387,667,116,10,,12.12,18.64,22,pms7003,4.171875,25,72.92909,98251.586,moderate,12.12,18.64,22,0.09320068,0.10827637,0.07537842,28.976223,cf-atm,dev:864475046524962,2023-10-30T08:12:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
77,60,3103,881,131,12,1,17.13889,24.444445,26.944445,pms7003,4.1601562,36,75.73207,98227.56,moderate,17.13889,24.444445,26.944445,0.09680176,0.105529785,0.16992188,28.001291,cf-atm,dev:864475046524962,2023-10-30T07:42:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
90,60,3853,1096,173,17,,19.97436,30.897436,34.358974,pms7003,4.140625,39,81.6193,98183.97,moderate,20.615385,32.384617,34.358974,0.053253174,0.050231934,0.06921387,26.362492,cf-atm,dev:864475046524962,2023-10-30T07:12:39Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
86,60,3350,965,173,17,,17.731707,28.853659,31.195122,pms7003,4.1796875,41,85.73089,98158.29,moderate,17.926828,29.219513,31.195122,0.059173584,0.05670166,0.0703125,24.696697,cf-atm,dev:864475046524962,2023-10-30T06:42:42Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
100,60,4609,1320,225,19,,23.081081,35.405407,42.08108,pms7003,4.1835938,37,86.28119,98120.12,moderate,26.324324,39.783783,42.27027,0.03591919,0.041809082,0.041290283,24.383121,cf-atm,dev:864475046524962,2023-10-30T06:12:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
84,60,3176,918,175,15,,17.428572,27.6,31,pms7003,4.1835938,35,83.84858,98089.89,moderate,17.428572,27.6,31,0.04876709,0.0440979,0.09613037,24.77777,cf-atm,dev:864475046524962,2023-10-30T05:42:41Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
116,60,6187,1756,274,24,,27.842106,41.473682,50.105263,pms7003,4.1875,38,83.68555,98065.5,unhealthy-if-sensitive,35.68421,51.210526,53.789474,0.051818848,0.039520264,0.050567627,24.748705,cf-atm,dev:864475046524962,2023-10-30T05:12:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
83,60,3273,936,164,10,,17.536585,27.365854,29.073172,pms7003,4.1875,41,85.482925,98047.836,moderate,17.536585,27.365854,29.073172,0.04434204,0.03982544,0.077819824,24.676302,cf-atm,dev:864475046524962,2023-10-30T04:42:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
105,60,4524,1313,269,31,,22.48276,37.03448,46.03448,pms7003,4.1796875,29,84.9968,98037.15,unhealthy-if-sensitive,25.103449,42.24138,47.551723,0.028182983,0.021011353,0.033599854,24.874136,cf-atm,dev:864475046524962,2023-10-30T04:12:42Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
68,60,2394,681,123,11,,11.648648,20.297297,21.81081,pms7003,4.1835938,37,85.06345,98031.12,moderate,11.648648,20.297297,21.81081,0.14758301,0.09637451,0.07928467,24.749216,cf-atm,dev:864475046524962,2023-10-30T03:42:41Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
72,60,2562,745,143,9,,13.473684,22.236841,23.31579,pms7003,4.1835938,38,85.754875,98045.19,moderate,13.473684,22.236841,23.31579,0.068481445,0.1303711,0.11065674,24.68497,cf-atm,dev:864475046524962,2023-10-30T03:12:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
81,60,3015,866,163,16,,16.162163,26.324324,29.54054,pms7003,4.1953125,37,87.407646,98047.36,moderate,16.162163,26.324324,29.54054,0.051574707,0.064575195,0.041137695,24.184269,cf-atm,dev:864475046524962,2023-10-30T02:42:41Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
110,60,4910,1420,303,28,,24.209303,38.976746,48.418606,pms7003,4.1992188,43,87.84853,98051.26,unhealthy-if-sensitive,28,46.046513,51.046513,0.047332764,0.021316528,0.021255493,24.001225,cf-atm,dev:864475046524962,2023-10-30T02:12:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
89,60,3393,971,196,17,,18.136364,30.272728,33.25,pms7003,4.1992188,44,86.18984,98044.38,moderate,18.136364,31.363636,33.25,0.052642822,0.04852295,0.10559082,24.169992,cf-atm,dev:864475046524962,2023-10-30T01:42:42Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
74,60,2772,794,140,12,,14.1875,22.8125,24.84375,pms7003,4.203125,32,85.60728,98030.95,moderate,14.1875,22.8125,24.84375,0.08288574,0.11047363,0.124816895,24.170504,cf-atm,dev:864475046524962,2023-10-30T01:12:39Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
75,60,2808,803,130,14,,14.896552,23.51724,24.62069,pms7003,4.203125,29,84.502556,98071.55,moderate,14.896552,23.51724,24.62069,0.10668945,0.06781006,0.08154297,24.360178,cf-atm,dev:864475046524962,2023-10-30T00:42:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
82,60,3173,911,158,12,,17.425,26.95,28.025,pms7003,4.2070312,40,85.35356,98124.68,moderate,17.425,27.05,28.025,0.06738281,0.068237305,0.093688965,24.410656,cf-atm,dev:864475046524962,2023-10-30T00:12:39Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
95,60,4159,1195,218,18,,21.52381,33,38.595238,pms7003,4.2070312,42,83.318756,98160.61,moderate,23.380953,35.738094,38.595238,0.05734253,0.06451416,0.1081543,24.779808,cf-atm,dev:864475046524962,2023-10-29T23:42:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
78,60,2998,850,160,12,,15.710526,25.078947,27.868422,pms7003,4.2109375,38,79.95893,98178.055,moderate,15.710526,25.078947,27.868422,0.09112549,0.093322754,0.10089111,25.091345,cf-atm,dev:864475046524962,2023-10-29T23:12:42Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
68,60,2509,718,107,8,,13.466666,20,20.5,pms7003,4.2109375,30,77.56013,98156.67,moderate,13.466666,20,20.5,0.06958008,0.052520752,0.06866455,25.175476,cf-atm,dev:864475046524962,2023-10-29T22:42:42Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
108,60,5045,1450,272,24,,24.666666,38.291668,46.729168,pms7003,4.2109375,48,77.79914,98154.09,unhealthy-if-sensitive,28.729166,44.770832,48.4375,0.028152466,0.023452759,0.020111084,25.234623,cf-atm,dev:864475046524962,2023-10-29T22:12:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
108,60,5010,1432,280,24,,24.25532,38.234043,46.19149,pms7003,4.2148438,47,74.38616,98162.58,unhealthy-if-sensitive,28.297873,44.765957,47.61702,0.04421997,0.024520874,0.029815674,26.196266,cf-atm,dev:864475046524962,2023-10-29T21:42:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
144,60,8701,2486,513,47,,33.76923,53,66.61539,pms7003,4.21875,52,72.57518,98110.14,unhealthy-if-sensitive,49.96154,79.82692,85.55769,0.020828247,0.029174805,0.030044556,26.669445,cf-atm,dev:864475046524962,2023-10-29T21:12:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
121,60,5910,1713,365,37,,27.26923,43.596153,54.596153,pms7003,4.21875,52,72.012596,98060.47,unhealthy-if-sensitive,34.23077,56.096153,61.634617,0.017959595,0.018875122,0.03125,26.32221,cf-atm,dev:864475046524962,2023-10-29T20:42:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
155,60,10069,2905,616,57,,38.29787,62.68085,72.914894,pms7003,4.21875,47,71.8836,98034.74,unhealthy,58.744682,95.42553,101.702126,0.042144775,0.031219482,0.022842407,26.340565,cf-atm,dev:864475046524962,2023-10-29T20:12:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
160,60,11774,3410,714,68,,45.27451,72.15686,78.52941,pms7003,4.2226562,51,71.1808,98014.98,unhealthy,69.27451,109.588234,117.333336,0.027618408,0.027496338,0.026138306,26.536873,cf-atm,dev:864475046524962,2023-10-29T19:42:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
104,60,4565,1309,240,22,,22.972221,36.805557,43.27778,pms7003,4.2265625,36,70.23908,97947.836,unhealthy-if-sensitive,25.75,41.77778,43.61111,0.0284729,0.039398193,0.050811768,26.638851,cf-atm,dev:864475046524962,2023-10-29T19:12:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
90,60,3730,1069,185,19,,20.241379,30.793104,35.03448,pms7003,4.2265625,29,69.26831,97897.37,moderate,21.241379,31.896551,35.03448,0.045074463,0.029281616,0.029037476,27.285395,cf-atm,dev:864475046524962,2023-10-29T18:42:42Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
77,60,3123,880,133,13,,16.533333,24.533333,26.3,pms7003,4.2265625,30,67.686874,97858.14,moderate,16.533333,24.533333,26.3,0.05441284,0.10900879,0.0871582,27.727474,cf-atm,dev:864475046524962,2023-10-29T18:12:42Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
85,60,3558,999,169,13,,18.222221,28.194445,31.055555,pms7003,4.2304688,36,66.80107,97796.39,moderate,18.5,28.833334,31.055555,0.052642822,0.10095215,0.15600586,27.994152,cf-atm,dev:864475046524962,2023-10-29T17:42:41Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
85,60,3350,951,177,14,,18.11628,28.255814,29.906977,pms7003,4.2304688,43,65.5335,97817.71,moderate,18.139534,28.697674,29.906977,0.08190918,0.08105469,0.07397461,28.629488,cf-atm,dev:864475046524962,2023-10-29T17:12:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
76,60,2865,810,143,13,,14.388889,23.75,25.222221,pms7003,4.234375,36,60.29979,97833.586,moderate,14.388889,23.75,25.222221,0.083496094,0.107666016,0.09436035,32.017853,cf-atm,dev:864475046524962,2023-10-29T16:42:41Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
103,60,4726,1338,226,24,,22.97619,36.190475,44,pms7003,4.234375,42,54.049866,97795.234,unhealthy-if-sensitive,26.047619,41.142857,44.47619,0.032592773,0.04058838,0.044891357,32.93725,cf-atm,dev:864475046524962,2023-10-29T16:12:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
67,60,2568,721,118,9,,13.411765,19.852942,22.117647,pms7003,4.2382812,34,48.774036,97794.7,moderate,13.411765,19.852942,22.117647,0.048980713,0.06341553,0.080078125,34.530273,cf-atm,dev:864475046524962,2023-10-29T15:42:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
75,60,2762,778,144,13,,14.242424,23.30303,24.787878,pms7003,4.2382812,33,47.246414,97759.336,moderate,14.242424,23.30303,24.787878,0.055603027,0.06390381,0.06970215,35.54913,cf-atm,dev:864475046524962,2023-10-29T15:12:39Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
59,60,2010,560,98,9,,9.117647,16.029411,17.441177,pms7003,4.2382812,34,41.02199,97801.164,moderate,9.117647,16.029411,17.441177,0.12005615,0.07281494,0.080078125,38.28246,cf-atm,dev:864475046524962,2023-10-29T14:42:39Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
58,60,2087,592,76,11,1,9.931034,15.206897,17.310345,pms7003,4.2382812,29,42.6446,97833.58,moderate,9.931034,15.206897,17.310345,0.13439941,0.14953613,0.13110352,37.127926,cf-atm,dev:864475046524962,2023-10-29T14:12:41Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
58,60,1939,536,100,9,,8.090909,15.393939,16.878788,pms7003,4.2421875,33,38.378265,97875.07,moderate,8.090909,15.393939,16.878788,0.08935547,0.091796875,0.11730957,39.03822,cf-atm,dev:864475046524962,2023-10-29T13:42:42Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
64,60,2152,609,118,14,,10.051282,18.25641,20.564102,pms7003,4.2421875,39,38.368988,97915.82,moderate,10.051282,18.25641,20.564102,0.111694336,0.0513916,0.10211182,39.010174,cf-atm,dev:864475046524962,2023-10-29T13:12:41Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
80,60,2893,807,184,28,1,14.263158,25.81579,31.526316,pms7003,4.2460938,38,36.83895,97968.14,moderate,14.263158,27.31579,31.81579,0.21606445,0.31835938,0.40161133,39.07596,cf-atm,dev:864475046524962,2023-10-29T12:42:42Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
81,60,2808,793,173,30,5,14.25,26.333334,31.944445,pms7003,4.2460938,36,38.46171,98037.74,moderate,14.25,26.944445,31.944445,0.14562988,0.17675781,0.23217773,38.958668,cf-atm,dev:864475046524962,2023-10-29T12:12:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
72,60,2733,764,135,15,2,13.8125,22.125,24.15625,pms7003,4.25,32,40.94022,98061.734,moderate,13.8125,22.125,24.15625,0.13317871,0.093811035,0.09527588,39.105026,cf-atm,dev:864475046524962,2023-10-29T11:42:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
114,60,5613,1581,303,27,4,25.638298,40.80851,49.425533,pms7003,4.2382812,47,41.96791,98116.54,unhealthy-if-sensitive,30.978724,49.87234,52.787235,0.108947754,0.08557129,0.080322266,38.67258,cf-atm,dev:864475046524962,2023-10-29T11:12:40Z,Kumasi,6.6273925,-1.59337109375,BORI - KHANA LGA,
91,60,3910,1111,201,17,,20.027779,31.38889,36.194443,pms7003,4.2617188,36,44.57312,98173.55,moderate,21.027779,33.194443,36.333332,0.03677368,0.041900635,0.14331055,37.47826,cf-atm,dev:864475046524962,2023-10-29T10:42:39Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
111,60,5439,1546,278,28,11,26.04651,39.488373,48.90698,pms7003,4.2421875,43,46.47409,98223.195,unhealthy-if-sensitive,30.976744,47.046513,51.837208,0.039245605,0.039611816,0.03302002,36.481308,cf-atm,dev:864475046524962,2023-10-29T10:12:40Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
119,60,5759,1624,320,48,,26.51111,42.822224,53.377777,pms7003,4.21875,45,48.156525,98253.11,unhealthy-if-sensitive,32.08889,54.02222,59.466667,0.029678345,0.04348755,0.051971436,36.46295,cf-atm,dev:864475046524962,2023-10-29T09:42:40Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
99,60,4365,1270,231,21,2,22.864864,35.027027,41.324326,pms7003,4.203125,37,51.782486,98275.84,moderate,25.35135,38.72973,41.351353,0.045135498,0.031188965,0.05291748,34.853573,cf-atm,dev:864475046524962,2023-10-29T09:12:40Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
102,60,4457,1274,249,22,,22.318182,36,42.772728,pms7003,4.1875,44,61.400837,98305.914,unhealthy-if-sensitive,24.636364,40.75,42.909092,0.040740967,0.032806396,0.035949707,32.268227,cf-atm,dev:864475046524962,2023-10-29T08:42:42Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
85,60,3170,911,187,17,2,17.18421,28.18421,32.157894,pms7003,4.1796875,38,72.7247,98294.07,moderate,17.18421,28.842106,32.157894,0.108947754,0.123413086,0.16809082,28.635607,cf-atm,dev:864475046524962,2023-10-29T08:12:41Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
128,60,6963,2028,415,25,,30.263159,46.5,56.789474,pms7003,4.1757812,38,79.2897,98265.27,unhealthy-if-sensitive,41.68421,64.02631,67.02631,0.13256836,0.14868164,0.15454102,26.607239,cf-atm,dev:864475046524962,2023-10-29T07:42:39Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
92,60,3819,1086,199,18,,20,31.489796,35.77551,pms7003,4.1757812,49,84.51092,98231.59,moderate,20.755102,33.22449,35.77551,0.055908203,0.0791626,0.11694336,25.233093,cf-atm,dev:864475046524962,2023-10-29T07:12:40Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
110,60,5387,1543,273,25,,25.609756,39.17073,47.146343,pms7003,4.1875,41,88.31875,98197.555,unhealthy-if-sensitive,30.585365,46.707317,49.439026,0.027435303,0.03274536,0.06085205,24.076685,cf-atm,dev:864475046524962,2023-10-29T06:42:41Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
152,60,9507,2743,544,47,,35.76923,56.576923,69.28846,pms7003,4.1875,52,90.77241,98162.73,unhealthy,55,86.28846,92.40385,0.037384033,0.04321289,0.025299072,23.53316,cf-atm,dev:864475046524962,2023-10-29T06:12:40Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
93,60,4095,1160,208,19,,20.88372,32.162792,37.813953,pms7003,4.1914062,43,88.54056,98160.41,moderate,22.255814,34.65116,37.813953,0.039398193,0.021377563,0.05328369,23.81359,cf-atm,dev:864475046524962,2023-10-29T05:42:42Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
95,60,4044,1145,213,16,,21.170732,32.92683,36.951218,pms7003,4.1914062,41,88.61317,98128.25,moderate,22.292683,35.536587,36.951218,0.03793335,0.032836914,0.040130615,23.89517,cf-atm,dev:864475046524962,2023-10-29T05:12:40Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
89,60,3610,1054,179,12,,19.333334,30.11111,32.925926,pms7003,4.1953125,27,89.38934,98101.39,moderate,19.88889,31.037037,32.925926,0.024841309,0.03363037,0.026535034,23.69071,cf-atm,dev:864475046524962,2023-10-29T04:42:40Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
124,60,6810,1955,360,31,,29.625,44.6,56.275,pms7003,4.1953125,40,89.65833,98104.84,unhealthy-if-sensitive,39.7,59.15,64.825,0.018234253,0.018859863,0.025131226,23.523981,cf-atm,dev:864475046524962,2023-10-29T04:12:40Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
152,60,9433,2718,539,50,,35.909092,56.477272,69.454544,pms7003,4.1992188,44,90.86727,98106.734,unhealthy,55.06818,86.09091,92.61364,0.020645142,0.0446167,0.018753052,23.333288,cf-atm,dev:864475046524962,2023-10-29T03:42:41Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
101,60,4582,1308,221,23,,22.344828,35.62069,42.310345,pms7003,4.1992188,29,89.6593,98117.016,unhealthy-if-sensitive,25.172413,40.310345,42.448277,0.024734497,0.02748108,0.036895752,23.439342,cf-atm,dev:864475046524962,2023-10-29T03:12:42Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
88,60,3774,1074,177,12,,19.64516,29.709677,33.032257,pms7003,4.203125,31,87.4467,98123.42,moderate,20.451612,30.548388,33.032257,0.04269409,0.024871826,0.035369873,23.69479,cf-atm,dev:864475046524962,2023-10-29T02:42:42Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
125,60,6641,1928,358,28,,29.942308,45.25,56.307693,pms7003,4.203125,52,86.63661,98144.875,unhealthy-if-sensitive,39.942307,59.596153,64.67308,0.02330017,0.015083313,0.019119263,23.982359,cf-atm,dev:864475046524962,2023-10-29T02:12:40Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
114,60,5702,1627,314,30,,26.5,40.869564,51.152172,pms7003,4.2070312,46,85.608406,98165.76,unhealthy-if-sensitive,32.45652,49.913044,55.891304,0.037109375,0.023422241,0.025390625,24.147558,cf-atm,dev:864475046524962,2023-10-29T01:42:39Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
81,60,3276,921,148,11,,17.90625,26.15625,29,pms7003,4.2070312,32,84.94775,98218.19,moderate,17.90625,26.15625,29,0.049865723,0.0413208,0.07171631,24.167953,cf-atm,dev:864475046524962,2023-10-29T01:12:39Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
79,60,3098,863,140,12,,16.277779,25.527779,26.36111,pms7003,4.2109375,36,83.45978,98253.164,moderate,16.277779,25.527779,26.36111,0.058013916,0.059570312,0.08117676,24.48153,cf-atm,dev:864475046524962,2023-10-29T00:42:40Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
87,60,3530,1006,182,13,,18.661016,29.474577,32.18644,pms7003,4.2109375,59,81.64172,98281.85,moderate,18.813559,30.033897,32.18644,0.042938232,0.04147339,0.06689453,25.050554,cf-atm,dev:864475046524962,2023-10-29T00:12:41Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
76,60,2870,826,148,14,,15.142858,23.914286,25.914286,pms7003,4.2148438,35,82.49504,98301.055,moderate,15.142858,23.914286,25.914286,0.045715332,0.11401367,0.09094238,25.045965,cf-atm,dev:864475046524962,2023-10-28T23:42:42Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
152,60,9669,2791,539,44,,37.11628,57.88372,69.27907,pms7003,4.2148438,43,80.35511,98313.87,unhealthy,56.465115,88.06977,92.81396,0.06555176,0.06829834,0.042633057,25.38453,cf-atm,dev:864475046524962,2023-10-28T23:12:40Z,Kumasi,6.6275175,-1.5934804687500002,BORI - KHANA LGA,
